Strain,TETRAHYDROCANNABINOL-THC,TETRAHYDROCANNABINOL-ACID-THCA,CANNABIDIOLS-CBD,CANNABIDIOL-ACID-CBDA,A-PINENE,B-MYRCENE,B-CARYOPHYLLENE,B-PINENE,LIMONENE,OCIMENE,LINALOOL-LIN,HUMULENE-HUM,CBG,CBG-A,CANNABAVARIN-CBDV,CANNABICHROMENE-CBC,CANNBINOL-CBN,TETRAHYDROCANNABIVARIN-THCV,A-BISABOLOL,A-PHELLANDRENE,A-TERPINENE,B-EUDESMOL,B-TERPINENE,FENCHONE,PULEGOL,BORNEOL,ISOPULEGOL,CARENE,CAMPHENE,CAMPHOR,CARYOPHYLLENE-OXIDE,CEDROL,EUCALYPTOL,GERANIOL,GUAIOL,GERANYL-ACETATE,ISOBORNEOL,MENTHOL,L-FENCHONE,NEROL,SABINENE,TERPINEOL,TERPINOLENE,TRANS-B-FARNESENE,VALENCENE,A-CEDRENE,A-FARNESENE,B-FARNESENE,CIS-NEROLIDOL,FENCHOL,TRANS-NEROLIDOL
sativum pistachio granola bites ndc 5706,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum pistachio granola bites ndc 6761,0.15,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum rainbow sprinkle cookie ndc 11218,0.36,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum rainbow sprinkle cookie ndc 13236,0.35,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum rainbow sprinkle cookie ndc 9152,0.27,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum rainbow sprinkle cookie ndc 9815,0.29,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 11256,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 13231,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 5259,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 5295,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 8125,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 8752,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie ndc 9823,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownie,0.5,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies multi pack ndc 11257,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies multi pack ndc 13232,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies multi pack ndc 8126,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies multi pack ndc 8753,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies multi pack ndc 9821,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies ndc 5260,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies ndc 5296,<0.10,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum red velvet brownies ndc 6762,<0.1,<0.1,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s honey 200 mg,0.11,<.01,<.01,<.01,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s peanut butter cookie,0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s slips 20mg,14.39,0.03,0.02,0.23,,,,,,,,,0.25,<0.1,,0.29,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s white chocolate cherry cookie,0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s1 honey,0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,<0.1,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum s1 strips,15.3,<0.1,0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,0.4,0.1,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum slips ndc 5784,15.2,0.74,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum slips ndc 6482,14.1,0.23,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum slips ndc 7240,14.8,0.21,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum slips ndc 7804,14.5,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum sublingual spray ndc 5711,8.24,0.37,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum vanilla strips 10mg x 10,8.888,0.077,0.085,0.010,,,,,,,,,0.15,<0.1,,0.12,<0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sativum vanilla strips 85 mb x 12,8.6,0.075,<.01,<.01,,,,,,,,,<0.1,<0.1,,0.10,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex dc pure vape t396 h 9585,76.30,2.82,0,0,0,0,2.73,0,0,0,0,0,1.44,0,0,1.90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower sc t31 h 9056,0.25,30.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower sc t32 h 10765,0.24,31.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower sc t34 h 12049,0.27,33.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower t31 h 9055,0.25,30.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower t32 h 10764,0.24,31.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex flower t34 h 12048,0.27,33.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex prerolls t32 h 10865,0.24,31.60,<0.10,<0.10,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saturovex pure oil refill t791 h 10147,76.30,2.82,0,0,0,0,2.73,0,0,0,0,0,1.44,0,0,1.90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 10614,2.12,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 11020,1.95,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 11559,2.21,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 11966,1.75,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 12487,1.98,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 12986,1.73,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 13521,2.03,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t10 6609,1.77,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t100 11014,18.7,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t100 11942,20.20,<0.10,<0.10,<0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
savoti t100 12926,18.60,0.77,0.06,<0.10,<0.10,<0.10,<0.10,<0.10,<0.10,<0.10,<0.10,<0.10,0.31,<0.10,<0.10,<0.10,1.62,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
